row_id,icd9_code,short_title,long_title
799,1390,Cns TB NOS-unspec,"Unspecified tuberculosis of central nervous system, unspecified"
800,1391,Cns TB NOS-no exam,"Unspecified tuberculosis of central nervous system, bacteriological or histological examination not done"
801,1392,Cns TB NOS-exam unkn,"Unspecified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)"
802,1393,Cns TB NOS-micro dx,"Unspecified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy"
803,1394,Cns TB NOS-cult dx,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
804,1395,Cns TB NOS-histo dx,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
805,1396,Cns TB NOS-oth test,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
806,1400,TB peritonitis-unspec,"Tuberculous peritonitis, unspecified"
807,1401,TB peritonitis-no exam,"Tuberculous peritonitis, bacteriological or histological examination not done"
808,1402,TB peritonitis-exam unkn,"Tuberculous peritonitis, bacteriological or histological examination unknown (at present)"
809,1403,TB peritonitis-micro dx,"Tuberculous peritonitis, tubercle bacilli found (in sputum) by microscopy"
810,1404,TB peritonitis-cult dx,"Tuberculous peritonitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
811,1405,TB peritonitis-histo dx,"Tuberculous peritonitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
812,1406,TB peritonitis-oth test,"Tuberculous peritonitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
813,1480,Intestinal TB NEC-unspec,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, unspecified"
814,1481,Intestin TB NEC-no exam,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination not done"
815,1482,Intest TB NEC-exam unkn,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination unknown (at present)"
816,1483,Intestin TB NEC-micro dx,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli found (in sputum) by microscopy"
817,1484,Intestin TB NEC-cult dx,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
818,1485,Intestin TB NEC-histo dx,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
819,1486,Intestin TB NEC-oth test,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
820,1500,TB of vertebra-unspec,"Tuberculosis of vertebral column, unspecified"
821,1501,TB of vertebra-no exam,"Tuberculosis of vertebral column, bacteriological or histological examination not done"
822,1502,TB of vertebra-exam unkn,"Tuberculosis of vertebral column, bacteriological or histological examination unknown (at present)"
823,1503,TB of vertebra-micro dx,"Tuberculosis of vertebral column, tubercle bacilli found (in sputum) by microscopy"
824,1504,TB of vertebra-cult dx,"Tuberculosis of vertebral column, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
825,1505,TB of vertebra-histo dx,"Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
826,1506,TB of vertebra-oth test,"Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
827,1510,TB of hip-unspec,"Tuberculosis of hip, unspecified"
828,1511,TB of hip-no exam,"Tuberculosis of hip, bacteriological or histological examination not done"
829,1512,TB of hip-exam unkn,"Tuberculosis of hip, bacteriological or histological examination unknown (at present)"
830,1513,TB of hip-micro dx,"Tuberculosis of hip, tubercle bacilli found (in sputum) by microscopy"
831,1514,TB of hip-cult dx,"Tuberculosis of hip, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
832,1515,TB of hip-histo dx,"Tuberculosis of hip, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
833,1516,TB of hip-oth test,"Tuberculosis of hip, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
1368,1000,Leptospiros icterohem,Leptospirosis icterohemorrhagica
1369,10081,Leptospiral meningitis,Leptospiral meningitis (aseptic)
1410,1124,Candidiasis of lung,Candidiasis of lung
1411,1125,Disseminated candidiasis,Disseminated candidiasis
1412,11281,Candidal endocarditis,Candidal endocarditis
1414,11283,Candidal meningitis,Candidal meningitis
1416,11285,Candidal enteritis,Candidal enteritis
1417,11289,Candidiasis site NEC,Other candidiasis of other specified sites
1418,1129,Candidiasis site NOS,Candidiasis of unspecified site
1419,1140,Primary coccidioidomycos,Primary coccidioidomycosis (pulmonary)
1420,1141,Prim cutan coccidioid,Primary extrapulmonary coccidioidomycosis
1421,1142,Coccidioidal meningitis,Coccidioidal meningitis
1424,1145,Pl cocidioidomycosis NOS,"Pulmonary coccidioidomycosis, unspecified"
1425,1149,Coccidioidomycosis NOS,"Coccidioidomycosis, unspecified"
1426,11500,Histoplasma capsulat NOS,"Infection by Histoplasma capsulatum, without mention of manifestation"
1427,11501,Histoplasm capsul mening,"Infection by Histoplasma capsulatum, meningitis"
1428,11502,Histoplasm capsul retina,"Infection by Histoplasma capsulatum, retinitis"
1429,11503,Histoplasm caps pericard,"Infection by Histoplasma capsulatum, pericarditis"
1430,11504,Histoplasm caps endocard,"Infection by Histoplasma capsulatum, endocarditis"
1431,11505,Histoplasm caps pneumon,"Infection by Histoplasma capsulatum, pneumonia"
1432,11509,Histoplasma capsulat NEC,"Infection by Histoplasma capsulatum, other"
1434,11511,Histoplasm dubois mening,"Infection by Histoplasma duboisii, meningitis"
1437,11514,Histoplasm dub endocard,"Infection by Histoplasma duboisii, endocarditis"
1438,11515,Histoplasm dub pneumonia,"Infection by Histoplasma duboisii, pneumonia"
1441,11591,Histoplasmosis meningit,"Histoplasmosis, unspecified, meningitis"
1442,11592,Histoplasmosis retinitis,"Histoplasmosis, unspecified, retinitis"
1443,11593,Histoplasmosis pericard,"Histoplasmosis, unspecified, pericarditis"
1444,11594,Histoplasmosis endocard,"Histoplasmosis, unspecified, endocarditis"
1445,11595,Histoplasmosis pneumonia,"Histoplasmosis, unspecified, pneumonia"
1447,1160,Blastomycosis,Blastomycosis
1448,1161,Paracoccidioidomycosis,Paracoccidioidomycosis
1449,1162,Lobomycosis,Lobomycosis
1450,1170,Rhinosporidiosis,Rhinosporidiosis
1451,1171,Sporotrichosis,Sporotrichosis
1452,1172,Chromoblastomycosis,Chromoblastomycosis
1453,1173,Aspergillosis,Aspergillosis
1454,1174,Mycotic mycetomas,Mycotic mycetomas
1455,1175,Cryptococcosis,Cryptococcosis
1456,1176,Allescheriosis,Allescheriosis [Petriellidosis]
1457,1177,Zygomycosis,Zygomycosis [Phycomycosis or Mucormycosis]
1458,1178,Dematiacious fungi inf,Infection by dematiacious fungi [Phaehyphomycosis]
3065,3200,Hemophilus meningitis,Hemophilus meningitis
3066,3201,Pneumococcal meningitis,Pneumococcal meningitis
3067,3202,Streptococcal meningitis,Streptococcal meningitis
3068,3203,Staphylococc meningitis,Staphylococcal meningitis
3069,3207,Mening in oth bact dis,Meningitis in other bacterial diseases classified elsewhere
3070,32081,Anaerobic meningitis,Anaerobic meningitis
3071,32082,Mningts gram-neg bct NEC,"Meningitis due to gram-negative bacteria, not elsewhere classified"
3072,32089,Meningitis oth spcf bact,Meningitis due to other specified bacteria
3073,3209,Bacterial meningitis NOS,Meningitis due to unspecified bacterium
3100,3240,Intracranial abscess,Intracranial abscess
3101,3241,Intraspinal abscess,Intraspinal abscess
3102,3249,Cns abscess NOS,Intracranial and intraspinal abscess of unspecified site
4408,4210,Ac/subac bact endocard,Acute and subacute bacterial endocarditis
4409,4211,Ac endocardit in oth dis,Acute and subacute infective endocarditis in diseases classified elsewhere
4410,4219,Ac/subac endocardit NOS,"Acute endocarditis, unspecified"
4964,566,Anal & rectal abscess,Abscess of anal and rectal regions
4965,5670,Peritonitis in infec dis,Peritonitis in infectious diseases classified elsewhere
4966,5671,Pneumococcal peritonitis,Pneumococcal peritonitis
4967,56721,Peritonitis (acute) gen,Peritonitis (acute) generalized
4968,56722,Peritoneal abscess,Peritoneal abscess
4969,56723,Spontan bact peritonitis,Spontaneous bacterial peritonitis
4970,56729,Suppurat peritonitis NEC,Other suppurative peritonitis
4971,56731,Psoas muscle abscess,Psoas muscle abscess
4972,56738,Retroperiton abscess NEC,Other retroperitoneal abscess
4973,56739,Retroperiton infect NEC,Other retroperitoneal infections
4974,56781,Choleperitonitis,Choleperitonitis
4992,5695,Intestinal abscess,Abscess of intestine
5112,4941,Bronchiectasis w ac exac,Bronchiectasis with acute exacerbation
5144,5100,Empyema with fistula,Empyema with fistula
5145,5109,Empyema w/o fistula,Empyema without mention of fistula
5159,5130,Abscess of lung,Abscess of lung
5160,5131,Abscess of mediastinum,Abscess of mediastinum
5413,4610,Ac maxillary sinusitis,Acute maxillary sinusitis
5414,4611,Ac frontal sinusitis,Acute frontal sinusitis
5415,4612,Ac ethmoidal sinusitis,Acute ethmoidal sinusitis
5416,4613,Ac sphenoidal sinusitis,Acute sphenoidal sinusitis
5417,4618,Other acute sinusitis,Other acute sinusitis
5418,4619,Acute sinusitis NOS,"Acute sinusitis, unspecified"
5419,462,Acute pharyngitis,Acute pharyngitis
5420,463,Acute tonsillitis,Acute tonsillitis
5421,46400,Ac laryngitis w/o obst,Acute laryngitis without mention of obstruction
5422,46401,Ac laryngitis w obstruct,Acute laryngitis with obstruction
5423,46410,Ac tracheitis no obstruc,Acute tracheitis without mention of obstruction
5424,46411,Ac tracheitis w obstruct,Acute tracheitis with obstruction
5425,46420,Ac laryngotrach no obstr,Acute laryngotracheitis without mention of obstruction
5426,46421,Ac laryngotrach w obstr,Acute laryngotracheitis with obstruction
5427,46430,Ac epiglottitis no obstr,Acute epiglottitis without mention of obstruction
5428,46431,Ac epiglottitis w obstr,Acute epiglottitis with obstruction
5429,4644,Croup,Croup
5430,46450,Supraglottis w/o obs NOS,"Supraglottitis unspecified, without obstruction"
5431,46451,Supraglottis w obstr NOS,"Supraglottitis unspecified, with obstruction"
5432,4650,Acute laryngopharyngitis,Acute laryngopharyngitis
5433,4658,Acute uri mult sites NEC,Acute upper respiratory infections of other multiple sites
5434,4659,Acute uri NOS,Acute upper respiratory infections of unspecified site
5500,481,Pneumococcal pneumonia,Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia]
5501,4820,K. pneumoniae pneumonia,Pneumonia due to Klebsiella pneumoniae
5502,4821,Pseudomonal pneumonia,Pneumonia due to Pseudomonas
5503,4822,H.influenzae pneumonia,Pneumonia due to Hemophilus influenzae [H. influenzae]
5504,48230,Streptococcal pneumn NOS,"Pneumonia due to Streptococcus, unspecified"
5505,48231,Pneumonia strptococcus a,"Pneumonia due to Streptococcus, group A"
5506,48232,Pneumonia strptococcus b,"Pneumonia due to Streptococcus, group B"
5507,48239,Pneumonia oth strep,Pneumonia due to other Streptococcus
5508,48240,Staphylococcal pneu NOS,"Pneumonia due to Staphylococcus, unspecified"
5509,48241,Meth sus pneum d/t Staph,Methicillin susceptible pneumonia due to Staphylococcus aureus
5510,48242,Meth res pneu d/t Staph,Methicillin resistant pneumonia due to Staphylococcus aureus
5511,48249,Staph pneumonia NEC,Other Staphylococcus pneumonia
5512,48281,Pneumonia anaerobes,Pneumonia due to anaerobes
5513,48282,Pneumonia e coli,Pneumonia due to escherichia coli [E. coli]
5514,48283,Pneumo oth grm-neg bact,Pneumonia due to other gram-negative bacteria
5515,48284,Legionnaires' disease,Pneumonia due to Legionnaires' disease
5516,48289,Pneumonia oth spcf bact,Pneumonia due to other specified bacteria
5517,4829,Bacterial pneumonia NOS,"Bacterial pneumonia, unspecified"
5527,485,Bronchopneumonia org NOS,"Bronchopneumonia, organism unspecified"
5528,486,"Pneumonia, organism NOS","Pneumonia, organism unspecified"
5545,49121,Obs chr bronc w(ac) exac,Obstructive chronic bronchitis with (acute) exacerbation
5808,5720,Abscess of liver,Abscess of liver
5809,5721,Portal pyemia,Portal pyemia
5842,5750,Acute cholecystitis,Acute cholecystitis
5928,59010,Ac pyelonephritis NOS,Acute pyelonephritis without lesion of renal medullary necrosis
5929,59011,Ac pyelonephr w med necr,Acute pyelonephritis with lesion of renal medullary necrosis
5930,5902,Renal/perirenal abscess,Renal and perinephric abscess
5931,5903,Pyeloureteritis cystica,Pyeloureteritis cystica
5932,59080,Pyelonephritis NOS,"Pyelonephritis, unspecified"
5933,59081,Pyelonephrit in oth dis,Pyelitis or pyelonephritis in diseases classified elsewhere
5934,5909,Infection of kidney NOS,"Infection of kidney, unspecified"
6138,5400,Ac append w peritonitis,Acute appendicitis with generalized peritonitis
6139,5401,Abscess of appendix,Acute appendicitis with peritoneal abscess
6140,5409,Acute appendicitis NOS,Acute appendicitis without mention of peritonitis
6141,541,Appendicitis NOS,"Appendicitis, unqualified"
6142,542,Other appendicitis,Other appendicitis
6235,6140,Ac salpingo-oophoritis,Acute salpingitis and oophoritis
6238,6143,Acute parametritis,Acute parametritis and pelvic cellulitis
6240,6145,Ac pelv peritonitis-fem,"Acute or unspecified pelvic peritonitis, female"
6245,6150,Ac uterine inflammation,"Acute inflammatory diseases of uterus, except cervix"
6366,5970,Urethral abscess,Urethral abscess
6376,5990,Urin tract infection NOS,"Urinary tract infection, site not specified"
6404,6012,Abscess of prostate,Abscess of prostate
7271,68100,"Cellulitis, finger NOS","Cellulitis and abscess of finger, unspecified"
7274,68110,"Cellulitis, toe NOS","Cellulitis and abscess of toe, unspecified"
7276,6819,Cellulitis of digit NOS,Cellulitis and abscess of unspecified digit
7277,6820,Cellulitis of face,Cellulitis and abscess of face
7278,6821,Cellulitis of neck,Cellulitis and abscess of neck
7279,6822,Cellulitis of trunk,Cellulitis and abscess of trunk
7280,6823,Cellulitis of arm,Cellulitis and abscess of upper arm and forearm
7281,6824,Cellulitis of hand,"Cellulitis and abscess of hand, except fingers and thumb"
7282,6825,Cellulitis of buttock,Cellulitis and abscess of buttock
7283,6826,Cellulitis of leg,"Cellulitis and abscess of leg, except foot"
7284,6827,Cellulitis of foot,"Cellulitis and abscess of foot, except toes"
7285,6828,"Cellulitis, site NEC",Cellulitis and abscess of other specified sites
7286,6829,Cellulitis NOS,Cellulitis and abscess of unspecified sites
7291,68600,Pyoderma NOS,"Pyoderma, unspecified"
8159,71100,Pyogen arthritis-unspec,"Pyogenic arthritis, site unspecified"
8160,71101,Pyogen arthritis-shlder,"Pyogenic arthritis, shoulder region"
8161,71102,Pyogen arthritis-up/arm,"Pyogenic arthritis, upper arm"
8162,71103,Pyogen arthritis-forearm,"Pyogenic arthritis, forearm"
8163,71104,Pyogen arthritis-hand,"Pyogenic arthritis, hand"
8164,71105,Pyogen arthritis-pelvis,"Pyogenic arthritis, pelvic region and thigh"
8165,71106,Pyogen arthritis-l/leg,"Pyogenic arthritis, lower leg"
8166,71107,Pyogen arthritis-ankle,"Pyogenic arthritis, ankle and foot"
8167,71108,Pyogen arthritis NEC,"Pyogenic arthritis, other specified sites"
8168,71109,Pyogen arthritis-mult,"Pyogenic arthritis, multiple sites"
9960,73089,Bone infect NEC-mult,"Other infections involving bone in diseases classified elsewhere, multiple sites"
9961,73090,Bone infec NOS-unsp site,"Unspecified infection of bone, site unspecified"
9962,73091,Bone infect NOS-shlder,"Unspecified infection of bone, shoulder region"
9963,73092,Bone infect NOS-up/arm,"Unspecified infection of bone, upper arm"
9964,73093,Bone infect NOS-forearm,"Unspecified infection of bone, forearm"
9965,73094,Bone infect NOS-hand,"Unspecified infection of bone, hand"
9966,73095,Bone infect NOS-pelvis,"Unspecified infection of bone, pelvic region and thigh"
9967,73096,Bone infect NOS-l/leg,"Unspecified infection of bone, lower leg"
9968,73097,Bone infect NOS-ankle,"Unspecified infection of bone, ankle and foot"
9969,73098,Bone infect NOS-oth site,"Unspecified infection of bone, other specified sites"
9970,73099,Bone infect NOS-mult,"Unspecified infection of bone, multiple sites"
10023,7907,Bacteremia,Bacteremia
11404,99592,Severe sepsis,Severe sepsis
11436,99660,Reaction-unsp devic/grft,"Infection and inflammatory reaction due to unspecified device, implant, and graft"
11437,99661,React-cardiac dev/graft,"Infection and inflammatory reaction due to cardiac device, implant, and graft"
11438,99662,React-oth vasc dev/graft,"Infection and inflammatory reaction due to other vascular device, implant, and graft"
11439,99663,React-nerv sys dev/graft,"Infection and inflammatory reaction due to nervous system device, implant, and graft"
11440,99664,React-indwell urin cath,Infection and inflammatory reaction due to indwelling urinary catheter
11441,99665,React-oth genitourin dev,"Infection and inflammatory reaction due to other genitourinary device, implant, and graft"
11442,99666,React-inter joint prost,Infection and inflammatory reaction due to internal joint prosthesis
12396,99859,Other postop infection,Other postoperative infection
12991,78552,Septic shock,Septic shock
13214,99931,Oth/uns inf-cen ven cath,Other and unspecified infection due to central venous catheter
13215,99932,Blood inf dt cen ven cth,Bloodstream infection due to central venous catheter
13216,99933,Lcl inf dt cen ven cth,Local infection due to central venous catheter
13217,99934,"Ac inf fol trans,inf bld","Acute infection following transfusion, infusion, or injection of blood and blood products"
13218,99939,Infect fol infus/inj/vac,"Infection following other infusion, injection, transfusion, or vaccination"
13830,73000,Ac osteomyelitis-unspec,"Acute osteomyelitis, site unspecified"
13831,73001,Ac osteomyelitis-shlder,"Acute osteomyelitis, shoulder region"
13832,73002,Ac osteomyelitis-up/arm,"Acute osteomyelitis, upper arm"
13833,73003,Ac osteomyelitis-forearm,"Acute osteomyelitis, forearm"
13834,73004,Ac osteomyelitis-hand,"Acute osteomyelitis, hand"
13835,73005,Ac osteomyelitis-pelvis,"Acute osteomyelitis, pelvic region and thigh"
13836,73006,Ac osteomyelitis-l/leg,"Acute osteomyelitis, lower leg"
13837,73007,Ac osteomyelitis-ankle,"Acute osteomyelitis, ankle and foot"
13839,73009,Ac osteomyelitis-mult,"Acute osteomyelitis, multiple sites"
